RegionName,State,CountyName,Month,AverageHomePrice,Date
Clifton,AZ,Greenlee,2006-01,62600.0,2006-01-01
Happy Jack,AZ,Coconino,2006-01,270100.0,2006-01-01
Saint David,AZ,Cochise,2006-01,180600.0,2006-01-01
Sonoita,AZ,Santa Cruz,2006-01,380400.0,2006-01-01
Star Valley,AZ,Gila,2006-01,244300.0,2006-01-01
Littletown,AZ,Pima,2006-01,,2006-01-01
Munds Park,AZ,Coconino,2006-01,330000.0,2006-01-01
Tubac,AZ,Santa Cruz,2006-01,389800.0,2006-01-01
Forest Lakes,AZ,Coconino,2006-01,261800.0,2006-01-01
Overgaard,AZ,Navajo,2006-01,186300.0,2006-01-01
Phoenix,AZ,Maricopa,2006-02,243000.0,2006-02-01
Tucson,AZ,Pima,2006-02,202500.0,2006-02-01
Mesa,AZ,Maricopa,2006-02,244300.0,2006-02-01
Chandler,AZ,Maricopa,2006-02,314400.0,2006-02-01
Glendale,AZ,Maricopa,2006-02,250600.0,2006-02-01
Gilbert,AZ,Maricopa,2006-02,339500.0,2006-02-01
Scottsdale,AZ,Maricopa,2006-02,480800.0,2006-02-01
Tempe,AZ,Maricopa,2006-02,271200.0,2006-02-01
Peoria,AZ,Maricopa,2006-02,298300.0,2006-02-01
Yuma,AZ,Yuma,2006-02,186600.0,2006-02-01
Queen Creek,AZ,Pinal,2006-02,274700.0,2006-02-01
Surprise,AZ,Maricopa,2006-02,282100.0,2006-02-01
Flagstaff,AZ,Coconino,2006-02,339500.0,2006-02-01
San Tan Valley,AZ,Pinal,2006-02,244000.0,2006-02-01
Casa Grande,AZ,Pinal,2006-02,191600.0,2006-02-01
Avondale,AZ,Maricopa,2006-02,267100.0,2006-02-01
Goodyear,AZ,Maricopa,2006-02,314200.0,2006-02-01
Lake Havasu City,AZ,Mohave,2006-02,263600.0,2006-02-01
Prescott,AZ,Yavapai,2006-02,339200.0,2006-02-01
Sierra Vista,AZ,Cochise,2006-02,210900.0,2006-02-01
Kingman,AZ,Mohave,2006-02,175100.0,2006-02-01
Buckeye,AZ,Maricopa,2006-02,245500.0,2006-02-01
Apache Junction,AZ,Pinal,2006-02,219300.0,2006-02-01
Oro Valley,AZ,Pima,2006-02,344400.0,2006-02-01
Anthem,AZ,Maricopa,2006-02,445100.0,2006-02-01
Sun City,AZ,Maricopa,2006-02,183100.0,2006-02-01
Bullhead City,AZ,Mohave,2006-02,242400.0,2006-02-01
Prescott Valley,AZ,Yavapai,2006-02,240700.0,2006-02-01
El Mirage,AZ,Maricopa,2006-02,227800.0,2006-02-01
Catalina Foothills,AZ,Pima,2006-02,519900.0,2006-02-01
Sun City West,AZ,Maricopa,2006-02,262200.0,2006-02-01
Somerton,AZ,Yuma,2006-02,134400.0,2006-02-01
Cottonwood,AZ,Yavapai,2006-02,227900.0,2006-02-01
Nogales,AZ,Santa Cruz,2006-02,132400.0,2006-02-01
Florence,AZ,Pinal,2006-02,199600.0,2006-02-01
Douglas,AZ,Cochise,2006-02,82100.0,2006-02-01
Sahuarita,AZ,Pima,2006-02,251900.0,2006-02-01
Fountain Hills,AZ,Maricopa,2006-02,464500.0,2006-02-01
Green Valley,AZ,Pima,2006-02,219100.0,2006-02-01
Tanque Verde,AZ,Pima,2006-02,463900.0,2006-02-01
Sedona,AZ,Yavapai,2006-02,518300.0,2006-02-01
San Luis,AZ,Yuma,2006-02,116300.0,2006-02-01
Eloy,AZ,Pinal,2006-02,,2006-02-01
Marana,AZ,Pima,2006-02,268200.0,2006-02-01
Show Low,AZ,Navajo,2006-02,209800.0,2006-02-01
Flowing Wells,AZ,Pima,2006-02,161500.0,2006-02-01
Rio Rico,AZ,Santa Cruz,2006-02,153500.0,2006-02-01
Safford,AZ,Graham,2006-02,115400.0,2006-02-01
Winslow,AZ,Navajo,2006-02,87700.0,2006-02-01
Coolidge,AZ,Pinal,2006-02,143300.0,2006-02-01
Tucson Estates,AZ,Pima,2006-02,252000.0,2006-02-01
Chino Valley,AZ,Yavapai,2006-02,271700.0,2006-02-01
Camp Verde,AZ,Yavapai,2006-02,236500.0,2006-02-01
Globe,AZ,Gila,2006-02,115500.0,2006-02-01
Paradise Valley,AZ,Maricopa,2006-02,1661800.0,2006-02-01
Payson,AZ,Gila,2006-02,255300.0,2006-02-01
Parker,AZ,La Paz,2006-02,221500.0,2006-02-01
Litchfield Park,AZ,Maricopa,2006-02,342500.0,2006-02-01
Benson,AZ,Cochise,2006-02,145600.0,2006-02-01
Hereford,AZ,Cochise,2006-02,252800.0,2006-02-01
Willcox,AZ,Cochise,2006-02,90700.0,2006-02-01
Gold Canyon,AZ,Pinal,2006-02,336900.0,2006-02-01
Bisbee,AZ,Cochise,2006-02,104700.0,2006-02-01
Page,AZ,Coconino,2006-02,215800.0,2006-02-01
Huachuca City,AZ,Cochise,2006-02,126700.0,2006-02-01
Tolleson,AZ,Maricopa,2006-02,174700.0,2006-02-01
Williams,AZ,Coconino,2006-02,225700.0,2006-02-01
Mohave Valley,AZ,Mohave,2006-02,214500.0,2006-02-01
Tortolita,AZ,Pima,2006-02,443800.0,2006-02-01
Wickenburg,AZ,Maricopa,2006-02,299000.0,2006-02-01
South Tucson,AZ,Pima,2006-02,107900.0,2006-02-01
Catalina,AZ,Pima,2006-02,306000.0,2006-02-01
Golden Valley,AZ,Mohave,2006-02,149100.0,2006-02-01
Valencia West,AZ,Pima,2006-02,213000.0,2006-02-01
Pinetop,AZ,Navajo,2006-02,307600.0,2006-02-01
Lakeside,AZ,Navajo,2006-02,206500.0,2006-02-01
Miami,AZ,Gila,2006-02,,2006-02-01
Cave Creek,AZ,Maricopa,2006-02,663100.0,2006-02-01
Wellton,AZ,Yuma,2006-02,132200.0,2006-02-01
Thatcher,AZ,Graham,2006-02,163100.0,2006-02-01
Snowflake,AZ,Navajo,2006-02,158600.0,2006-02-01
San Manuel,AZ,Pinal,2006-02,94400.0,2006-02-01
Three Points,AZ,Pima,2006-02,195400.0,2006-02-01
Rimrock,AZ,Yavapai,2006-02,200700.0,2006-02-01
New River,AZ,Maricopa,2006-02,420300.0,2006-02-01
Drexel-Alvernon,AZ,Pima,2006-02,147200.0,2006-02-01
Clarkdale,AZ,Yavapai,2006-02,280400.0,2006-02-01
Heber,AZ,Navajo,2006-02,186200.0,2006-02-01
Carefree,AZ,Maricopa,2006-02,790000.0,2006-02-01
Cornville,AZ,Yavapai,2006-02,323300.0,2006-02-01
Superior,AZ,Pinal,2006-02,79200.0,2006-02-01
Oracle,AZ,Pinal,2006-02,192300.0,2006-02-01
Amado,AZ,Pima,2006-02,177500.0,2006-02-01
Paulden,AZ,Yavapai,2006-02,245400.0,2006-02-01
Quartzsite,AZ,La Paz,2006-02,91900.0,2006-02-01
Rio Verde,AZ,Maricopa,2006-02,592100.0,2006-02-01
Pearce,AZ,Cochise,2006-02,109900.0,2006-02-01
Pine,AZ,Gila,2006-02,223100.0,2006-02-01
Kearny,AZ,Pinal,2006-02,,2006-02-01
Youngtown,AZ,Maricopa,2006-02,162600.0,2006-02-01
Pima,AZ,Graham,2006-02,133900.0,2006-02-01
Patagonia,AZ,Santa Cruz,2006-02,251600.0,2006-02-01
Vail,AZ,Pima,2006-02,325300.0,2006-02-01
Corona de Tucson,AZ,Pima,2006-02,266800.0,2006-02-01
Mayer,AZ,Yavapai,2006-02,157000.0,2006-02-01
Dewey-Humboldt,AZ,Yavapai,2006-02,286000.0,2006-02-01
Kirkland,AZ,Yavapai,2006-02,173200.0,2006-02-01
Black Canyon City,AZ,Yavapai,2006-02,184000.0,2006-02-01
Eagar,AZ,Apache,2006-02,161900.0,2006-02-01
Tombstone,AZ,Cochise,2006-02,139000.0,2006-02-01
Clifton,AZ,Greenlee,2006-02,64300.0,2006-02-01
Happy Jack,AZ,Coconino,2006-02,272700.0,2006-02-01
Saint David,AZ,Cochise,2006-02,181600.0,2006-02-01
Sonoita,AZ,Santa Cruz,2006-02,378500.0,2006-02-01
Star Valley,AZ,Gila,2006-02,252100.0,2006-02-01
Littletown,AZ,Pima,2006-02,,2006-02-01
Munds Park,AZ,Coconino,2006-02,335000.0,2006-02-01
Tubac,AZ,Santa Cruz,2006-02,392500.0,2006-02-01
Forest Lakes,AZ,Coconino,2006-02,266900.0,2006-02-01
Overgaard,AZ,Navajo,2006-02,188300.0,2006-02-01
Phoenix,AZ,Maricopa,2006-03,244100.0,2006-03-01
Tucson,AZ,Pima,2006-03,206300.0,2006-03-01
Mesa,AZ,Maricopa,2006-03,245500.0,2006-03-01
Chandler,AZ,Maricopa,2006-03,314700.0,2006-03-01
Glendale,AZ,Maricopa,2006-03,251000.0,2006-03-01
Gilbert,AZ,Maricopa,2006-03,339700.0,2006-03-01
Scottsdale,AZ,Maricopa,2006-03,479800.0,2006-03-01
Tempe,AZ,Maricopa,2006-03,273000.0,2006-03-01
Peoria,AZ,Maricopa,2006-03,298200.0,2006-03-01
Yuma,AZ,Yuma,2006-03,187100.0,2006-03-01
Queen Creek,AZ,Pinal,2006-03,275400.0,2006-03-01
Surprise,AZ,Maricopa,2006-03,281900.0,2006-03-01
Flagstaff,AZ,Coconino,2006-03,343500.0,2006-03-01
San Tan Valley,AZ,Pinal,2006-03,243400.0,2006-03-01
Casa Grande,AZ,Pinal,2006-03,193400.0,2006-03-01
Avondale,AZ,Maricopa,2006-03,266600.0,2006-03-01
Goodyear,AZ,Maricopa,2006-03,314100.0,2006-03-01
Lake Havasu City,AZ,Mohave,2006-03,264900.0,2006-03-01
Prescott,AZ,Yavapai,2006-03,343500.0,2006-03-01
Sierra Vista,AZ,Cochise,2006-03,214000.0,2006-03-01
Kingman,AZ,Mohave,2006-03,177100.0,2006-03-01
Buckeye,AZ,Maricopa,2006-03,244700.0,2006-03-01
Apache Junction,AZ,Pinal,2006-03,219200.0,2006-03-01
Oro Valley,AZ,Pima,2006-03,350400.0,2006-03-01
Anthem,AZ,Maricopa,2006-03,445200.0,2006-03-01
Sun City,AZ,Maricopa,2006-03,183900.0,2006-03-01
Bullhead City,AZ,Mohave,2006-03,244800.0,2006-03-01
Prescott Valley,AZ,Yavapai,2006-03,243600.0,2006-03-01
El Mirage,AZ,Maricopa,2006-03,227600.0,2006-03-01
Catalina Foothills,AZ,Pima,2006-03,524400.0,2006-03-01
Sun City West,AZ,Maricopa,2006-03,260800.0,2006-03-01
Somerton,AZ,Yuma,2006-03,135100.0,2006-03-01
Cottonwood,AZ,Yavapai,2006-03,230700.0,2006-03-01
Nogales,AZ,Santa Cruz,2006-03,131600.0,2006-03-01
Florence,AZ,Pinal,2006-03,202700.0,2006-03-01
Douglas,AZ,Cochise,2006-03,82700.0,2006-03-01
Sahuarita,AZ,Pima,2006-03,256100.0,2006-03-01
Fountain Hills,AZ,Maricopa,2006-03,464500.0,2006-03-01
Green Valley,AZ,Pima,2006-03,223800.0,2006-03-01
Tanque Verde,AZ,Pima,2006-03,470700.0,2006-03-01
Sedona,AZ,Yavapai,2006-03,521100.0,2006-03-01
San Luis,AZ,Yuma,2006-03,117000.0,2006-03-01
Eloy,AZ,Pinal,2006-03,,2006-03-01
Marana,AZ,Pima,2006-03,273100.0,2006-03-01
Show Low,AZ,Navajo,2006-03,214600.0,2006-03-01
Flowing Wells,AZ,Pima,2006-03,165500.0,2006-03-01
Rio Rico,AZ,Santa Cruz,2006-03,153200.0,2006-03-01
Safford,AZ,Graham,2006-03,118100.0,2006-03-01
Winslow,AZ,Navajo,2006-03,90200.0,2006-03-01
Coolidge,AZ,Pinal,2006-03,146200.0,2006-03-01
Tucson Estates,AZ,Pima,2006-03,255500.0,2006-03-01
Chino Valley,AZ,Yavapai,2006-03,274200.0,2006-03-01
Camp Verde,AZ,Yavapai,2006-03,240600.0,2006-03-01
Globe,AZ,Gila,2006-03,118700.0,2006-03-01
Paradise Valley,AZ,Maricopa,2006-03,1665000.0,2006-03-01
Payson,AZ,Gila,2006-03,263600.0,2006-03-01
Parker,AZ,La Paz,2006-03,226600.0,2006-03-01
Litchfield Park,AZ,Maricopa,2006-03,343500.0,2006-03-01
Benson,AZ,Cochise,2006-03,146700.0,2006-03-01
Hereford,AZ,Cochise,2006-03,254000.0,2006-03-01
Willcox,AZ,Cochise,2006-03,91300.0,2006-03-01
Gold Canyon,AZ,Pinal,2006-03,336400.0,2006-03-01
Bisbee,AZ,Cochise,2006-03,106000.0,2006-03-01
Page,AZ,Coconino,2006-03,215300.0,2006-03-01
Huachuca City,AZ,Cochise,2006-03,128100.0,2006-03-01
Tolleson,AZ,Maricopa,2006-03,176600.0,2006-03-01
Williams,AZ,Coconino,2006-03,229500.0,2006-03-01
Mohave Valley,AZ,Mohave,2006-03,215600.0,2006-03-01
Tortolita,AZ,Pima,2006-03,452700.0,2006-03-01
Wickenburg,AZ,Maricopa,2006-03,300400.0,2006-03-01
South Tucson,AZ,Pima,2006-03,109700.0,2006-03-01
Catalina,AZ,Pima,2006-03,311200.0,2006-03-01
Golden Valley,AZ,Mohave,2006-03,152400.0,2006-03-01
Valencia West,AZ,Pima,2006-03,217700.0,2006-03-01
Pinetop,AZ,Navajo,2006-03,314400.0,2006-03-01
Lakeside,AZ,Navajo,2006-03,212200.0,2006-03-01
Miami,AZ,Gila,2006-03,,2006-03-01
Cave Creek,AZ,Maricopa,2006-03,666500.0,2006-03-01
Wellton,AZ,Yuma,2006-03,132600.0,2006-03-01
Thatcher,AZ,Graham,2006-03,166900.0,2006-03-01
Snowflake,AZ,Navajo,2006-03,162900.0,2006-03-01
San Manuel,AZ,Pinal,2006-03,94000.0,2006-03-01
Three Points,AZ,Pima,2006-03,200100.0,2006-03-01
Rimrock,AZ,Yavapai,2006-03,202900.0,2006-03-01
New River,AZ,Maricopa,2006-03,421600.0,2006-03-01
Drexel-Alvernon,AZ,Pima,2006-03,149200.0,2006-03-01
Clarkdale,AZ,Yavapai,2006-03,282800.0,2006-03-01
Heber,AZ,Navajo,2006-03,191000.0,2006-03-01
Carefree,AZ,Maricopa,2006-03,789200.0,2006-03-01
Cornville,AZ,Yavapai,2006-03,325300.0,2006-03-01
Superior,AZ,Pinal,2006-03,80700.0,2006-03-01
Oracle,AZ,Pinal,2006-03,190600.0,2006-03-01
Amado,AZ,Pima,2006-03,178800.0,2006-03-01
Paulden,AZ,Yavapai,2006-03,250600.0,2006-03-01
Quartzsite,AZ,La Paz,2006-03,92300.0,2006-03-01
Rio Verde,AZ,Maricopa,2006-03,592200.0,2006-03-01
Pearce,AZ,Cochise,2006-03,113100.0,2006-03-01
Pine,AZ,Gila,2006-03,231300.0,2006-03-01
Kearny,AZ,Pinal,2006-03,,2006-03-01
Youngtown,AZ,Maricopa,2006-03,163400.0,2006-03-01
Pima,AZ,Graham,2006-03,136200.0,2006-03-01
Patagonia,AZ,Santa Cruz,2006-03,254400.0,2006-03-01
Vail,AZ,Pima,2006-03,328700.0,2006-03-01
Corona de Tucson,AZ,Pima,2006-03,269000.0,2006-03-01
Mayer,AZ,Yavapai,2006-03,158600.0,2006-03-01
Dewey-Humboldt,AZ,Yavapai,2006-03,288300.0,2006-03-01
Kirkland,AZ,Yavapai,2006-03,172500.0,2006-03-01
Black Canyon City,AZ,Yavapai,2006-03,182900.0,2006-03-01
Eagar,AZ,Apache,2006-03,169400.0,2006-03-01
Tombstone,AZ,Cochise,2006-03,140900.0,2006-03-01
Clifton,AZ,Greenlee,2006-03,65200.0,2006-03-01
Happy Jack,AZ,Coconino,2006-03,275600.0,2006-03-01
Saint David,AZ,Cochise,2006-03,182000.0,2006-03-01
Sonoita,AZ,Santa Cruz,2006-03,377700.0,2006-03-01
Star Valley,AZ,Gila,2006-03,261300.0,2006-03-01
Littletown,AZ,Pima,2006-03,,2006-03-01
Munds Park,AZ,Coconino,2006-03,341300.0,2006-03-01
Tubac,AZ,Santa Cruz,2006-03,394900.0,2006-03-01
Forest Lakes,AZ,Coconino,2006-03,272800.0,2006-03-01
Overgaard,AZ,Navajo,2006-03,192400.0,2006-03-01
Phoenix,AZ,Maricopa,2006-04,244800.0,2006-04-01
Tucson,AZ,Pima,2006-04,208800.0,2006-04-01
Mesa,AZ,Maricopa,2006-04,245800.0,2006-04-01
Chandler,AZ,Maricopa,2006-04,313800.0,2006-04-01
Glendale,AZ,Maricopa,2006-04,251200.0,2006-04-01
Gilbert,AZ,Maricopa,2006-04,338800.0,2006-04-01
Scottsdale,AZ,Maricopa,2006-04,477700.0,2006-04-01
Tempe,AZ,Maricopa,2006-04,273400.0,2006-04-01
Peoria,AZ,Maricopa,2006-04,297800.0,2006-04-01
Yuma,AZ,Yuma,2006-04,188300.0,2006-04-01
Queen Creek,AZ,Pinal,2006-04,276100.0,2006-04-01
Surprise,AZ,Maricopa,2006-04,282100.0,2006-04-01
Flagstaff,AZ,Coconino,2006-04,348800.0,2006-04-01
San Tan Valley,AZ,Pinal,2006-04,242600.0,2006-04-01
Casa Grande,AZ,Pinal,2006-04,194900.0,2006-04-01
Avondale,AZ,Maricopa,2006-04,266000.0,2006-04-01
Goodyear,AZ,Maricopa,2006-04,314300.0,2006-04-01
Lake Havasu City,AZ,Mohave,2006-04,266200.0,2006-04-01
Prescott,AZ,Yavapai,2006-04,347200.0,2006-04-01
Sierra Vista,AZ,Cochise,2006-04,216400.0,2006-04-01
Kingman,AZ,Mohave,2006-04,179200.0,2006-04-01
Buckeye,AZ,Maricopa,2006-04,245700.0,2006-04-01
Apache Junction,AZ,Pinal,2006-04,218400.0,2006-04-01
Oro Valley,AZ,Pima,2006-04,354500.0,2006-04-01
Anthem,AZ,Maricopa,2006-04,443600.0,2006-04-01
Sun City,AZ,Maricopa,2006-04,183400.0,2006-04-01
Bullhead City,AZ,Mohave,2006-04,247400.0,2006-04-01
Prescott Valley,AZ,Yavapai,2006-04,246000.0,2006-04-01
El Mirage,AZ,Maricopa,2006-04,226700.0,2006-04-01
Catalina Foothills,AZ,Pima,2006-04,527600.0,2006-04-01
Sun City West,AZ,Maricopa,2006-04,257800.0,2006-04-01
Somerton,AZ,Yuma,2006-04,137200.0,2006-04-01
Cottonwood,AZ,Yavapai,2006-04,232900.0,2006-04-01
Nogales,AZ,Santa Cruz,2006-04,130400.0,2006-04-01
Florence,AZ,Pinal,2006-04,204200.0,2006-04-01
Douglas,AZ,Cochise,2006-04,83300.0,2006-04-01
Sahuarita,AZ,Pima,2006-04,258500.0,2006-04-01
Fountain Hills,AZ,Maricopa,2006-04,461900.0,2006-04-01
Green Valley,AZ,Pima,2006-04,227400.0,2006-04-01
Tanque Verde,AZ,Pima,2006-04,476800.0,2006-04-01
Sedona,AZ,Yavapai,2006-04,523600.0,2006-04-01
San Luis,AZ,Yuma,2006-04,117900.0,2006-04-01
Eloy,AZ,Pinal,2006-04,,2006-04-01
Marana,AZ,Pima,2006-04,277600.0,2006-04-01
Show Low,AZ,Navajo,2006-04,218700.0,2006-04-01
Flowing Wells,AZ,Pima,2006-04,167800.0,2006-04-01
Rio Rico,AZ,Santa Cruz,2006-04,152700.0,2006-04-01
Safford,AZ,Graham,2006-04,120500.0,2006-04-01
Winslow,AZ,Navajo,2006-04,93800.0,2006-04-01
Coolidge,AZ,Pinal,2006-04,148100.0,2006-04-01
Tucson Estates,AZ,Pima,2006-04,258300.0,2006-04-01
Chino Valley,AZ,Yavapai,2006-04,276000.0,2006-04-01
Camp Verde,AZ,Yavapai,2006-04,244800.0,2006-04-01
Globe,AZ,Gila,2006-04,121300.0,2006-04-01
Paradise Valley,AZ,Maricopa,2006-04,1665900.0,2006-04-01
Payson,AZ,Gila,2006-04,270700.0,2006-04-01
Parker,AZ,La Paz,2006-04,230800.0,2006-04-01
Litchfield Park,AZ,Maricopa,2006-04,344600.0,2006-04-01
Benson,AZ,Cochise,2006-04,148100.0,2006-04-01
Hereford,AZ,Cochise,2006-04,254500.0,2006-04-01
Willcox,AZ,Cochise,2006-04,91400.0,2006-04-01
Gold Canyon,AZ,Pinal,2006-04,336100.0,2006-04-01
Bisbee,AZ,Cochise,2006-04,107900.0,2006-04-01
Page,AZ,Coconino,2006-04,216200.0,2006-04-01
Huachuca City,AZ,Cochise,2006-04,129800.0,2006-04-01
Tolleson,AZ,Maricopa,2006-04,177700.0,2006-04-01
Williams,AZ,Coconino,2006-04,233500.0,2006-04-01
Mohave Valley,AZ,Mohave,2006-04,217100.0,2006-04-01
Tortolita,AZ,Pima,2006-04,457800.0,2006-04-01
Wickenburg,AZ,Maricopa,2006-04,301800.0,2006-04-01
South Tucson,AZ,Pima,2006-04,111500.0,2006-04-01
Catalina,AZ,Pima,2006-04,315500.0,2006-04-01
Golden Valley,AZ,Mohave,2006-04,156700.0,2006-04-01
Valencia West,AZ,Pima,2006-04,221000.0,2006-04-01
Pinetop,AZ,Navajo,2006-04,321400.0,2006-04-01
Lakeside,AZ,Navajo,2006-04,217600.0,2006-04-01
Miami,AZ,Gila,2006-04,,2006-04-01
Cave Creek,AZ,Maricopa,2006-04,664800.0,2006-04-01
Wellton,AZ,Yuma,2006-04,133800.0,2006-04-01
Thatcher,AZ,Graham,2006-04,169100.0,2006-04-01
Snowflake,AZ,Navajo,2006-04,166500.0,2006-04-01
San Manuel,AZ,Pinal,2006-04,93800.0,2006-04-01
Three Points,AZ,Pima,2006-04,203900.0,2006-04-01
Rimrock,AZ,Yavapai,2006-04,205300.0,2006-04-01
New River,AZ,Maricopa,2006-04,421000.0,2006-04-01
Drexel-Alvernon,AZ,Pima,2006-04,150500.0,2006-04-01
Clarkdale,AZ,Yavapai,2006-04,284900.0,2006-04-01
Heber,AZ,Navajo,2006-04,195700.0,2006-04-01
Carefree,AZ,Maricopa,2006-04,788000.0,2006-04-01
Cornville,AZ,Yavapai,2006-04,327600.0,2006-04-01
Superior,AZ,Pinal,2006-04,82300.0,2006-04-01
Oracle,AZ,Pinal,2006-04,191900.0,2006-04-01
Amado,AZ,Pima,2006-04,181400.0,2006-04-01
Paulden,AZ,Yavapai,2006-04,254800.0,2006-04-01
Quartzsite,AZ,La Paz,2006-04,91600.0,2006-04-01
Rio Verde,AZ,Maricopa,2006-04,593900.0,2006-04-01
Pearce,AZ,Cochise,2006-04,117500.0,2006-04-01
Pine,AZ,Gila,2006-04,239100.0,2006-04-01
Kearny,AZ,Pinal,2006-04,,2006-04-01
Youngtown,AZ,Maricopa,2006-04,164400.0,2006-04-01
Pima,AZ,Graham,2006-04,137600.0,2006-04-01
Patagonia,AZ,Santa Cruz,2006-04,257900.0,2006-04-01
Vail,AZ,Pima,2006-04,331800.0,2006-04-01
Corona de Tucson,AZ,Pima,2006-04,268700.0,2006-04-01
Mayer,AZ,Yavapai,2006-04,160200.0,2006-04-01
Dewey-Humboldt,AZ,Yavapai,2006-04,290100.0,2006-04-01
Kirkland,AZ,Yavapai,2006-04,172600.0,2006-04-01
Black Canyon City,AZ,Yavapai,2006-04,181900.0,2006-04-01
Eagar,AZ,Apache,2006-04,177400.0,2006-04-01
Tombstone,AZ,Cochise,2006-04,142900.0,2006-04-01
Clifton,AZ,Greenlee,2006-04,65600.0,2006-04-01
Happy Jack,AZ,Coconino,2006-04,279300.0,2006-04-01
Saint David,AZ,Cochise,2006-04,183300.0,2006-04-01
Sonoita,AZ,Santa Cruz,2006-04,378800.0,2006-04-01
Star Valley,AZ,Gila,2006-04,268400.0,2006-04-01
Littletown,AZ,Pima,2006-04,,2006-04-01
Munds Park,AZ,Coconino,2006-04,348700.0,2006-04-01
Tubac,AZ,Santa Cruz,2006-04,395600.0,2006-04-01
Forest Lakes,AZ,Coconino,2006-04,278200.0,2006-04-01
Overgaard,AZ,Navajo,2006-04,198900.0,2006-04-01
Phoenix,AZ,Maricopa,2006-05,245400.0,2006-05-01
Tucson,AZ,Pima,2006-05,209900.0,2006-05-01
Mesa,AZ,Maricopa,2006-05,245500.0,2006-05-01
Chandler,AZ,Maricopa,2006-05,312900.0,2006-05-01
Glendale,AZ,Maricopa,2006-05,251300.0,2006-05-01
Gilbert,AZ,Maricopa,2006-05,337400.0,2006-05-01
Scottsdale,AZ,Maricopa,2006-05,477000.0,2006-05-01
Tempe,AZ,Maricopa,2006-05,272900.0,2006-05-01
Peoria,AZ,Maricopa,2006-05,296900.0,2006-05-01
Yuma,AZ,Yuma,2006-05,190200.0,2006-05-01
Queen Creek,AZ,Pinal,2006-05,275800.0,2006-05-01
Surprise,AZ,Maricopa,2006-05,282500.0,2006-05-01
Flagstaff,AZ,Coconino,2006-05,353300.0,2006-05-01
San Tan Valley,AZ,Pinal,2006-05,241500.0,2006-05-01
Casa Grande,AZ,Pinal,2006-05,195900.0,2006-05-01
Avondale,AZ,Maricopa,2006-05,265600.0,2006-05-01
Goodyear,AZ,Maricopa,2006-05,315200.0,2006-05-01
Lake Havasu City,AZ,Mohave,2006-05,267000.0,2006-05-01
Prescott,AZ,Yavapai,2006-05,348900.0,2006-05-01
Sierra Vista,AZ,Cochise,2006-05,217200.0,2006-05-01
Kingman,AZ,Mohave,2006-05,180900.0,2006-05-01
Buckeye,AZ,Maricopa,2006-05,248000.0,2006-05-01
Apache Junction,AZ,Pinal,2006-05,217900.0,2006-05-01
Oro Valley,AZ,Pima,2006-05,356400.0,2006-05-01
Anthem,AZ,Maricopa,2006-05,441900.0,2006-05-01
Sun City,AZ,Maricopa,2006-05,182300.0,2006-05-01
Bullhead City,AZ,Mohave,2006-05,249600.0,2006-05-01
Prescott Valley,AZ,Yavapai,2006-05,247300.0,2006-05-01
El Mirage,AZ,Maricopa,2006-05,226200.0,2006-05-01
Catalina Foothills,AZ,Pima,2006-05,529700.0,2006-05-01
Sun City West,AZ,Maricopa,2006-05,255200.0,2006-05-01
Somerton,AZ,Yuma,2006-05,139800.0,2006-05-01
Cottonwood,AZ,Yavapai,2006-05,234100.0,2006-05-01
Nogales,AZ,Santa Cruz,2006-05,128900.0,2006-05-01
Florence,AZ,Pinal,2006-05,203100.0,2006-05-01
Douglas,AZ,Cochise,2006-05,83500.0,2006-05-01
Sahuarita,AZ,Pima,2006-05,258800.0,2006-05-01
Fountain Hills,AZ,Maricopa,2006-05,459200.0,2006-05-01
Green Valley,AZ,Pima,2006-05,229400.0,2006-05-01
Tanque Verde,AZ,Pima,2006-05,480900.0,2006-05-01
Sedona,AZ,Yavapai,2006-05,526700.0,2006-05-01
San Luis,AZ,Yuma,2006-05,120000.0,2006-05-01
Eloy,AZ,Pinal,2006-05,,2006-05-01
Marana,AZ,Pima,2006-05,280900.0,2006-05-01
Show Low,AZ,Navajo,2006-05,222800.0,2006-05-01
Flowing Wells,AZ,Pima,2006-05,167100.0,2006-05-01
Rio Rico,AZ,Santa Cruz,2006-05,152400.0,2006-05-01
Safford,AZ,Graham,2006-05,122200.0,2006-05-01
Winslow,AZ,Navajo,2006-05,98200.0,2006-05-01
Coolidge,AZ,Pinal,2006-05,149200.0,2006-05-01
Tucson Estates,AZ,Pima,2006-05,259400.0,2006-05-01
Chino Valley,AZ,Yavapai,2006-05,277500.0,2006-05-01
Camp Verde,AZ,Yavapai,2006-05,247700.0,2006-05-01
Globe,AZ,Gila,2006-05,123500.0,2006-05-01
Paradise Valley,AZ,Maricopa,2006-05,1667600.0,2006-05-01
Payson,AZ,Gila,2006-05,276100.0,2006-05-01
Parker,AZ,La Paz,2006-05,235600.0,2006-05-01
Litchfield Park,AZ,Maricopa,2006-05,346000.0,2006-05-01
Benson,AZ,Cochise,2006-05,149200.0,2006-05-01
Hereford,AZ,Cochise,2006-05,255200.0,2006-05-01
Willcox,AZ,Cochise,2006-05,91600.0,2006-05-01
Gold Canyon,AZ,Pinal,2006-05,336200.0,2006-05-01
Bisbee,AZ,Cochise,2006-05,109700.0,2006-05-01
Page,AZ,Coconino,2006-05,216600.0,2006-05-01
Huachuca City,AZ,Cochise,2006-05,130300.0,2006-05-01
