RegionName,State,CountyName,Month,AverageHomePrice,Date
Pine,AZ,Gila,2001-05,140500.0,2001-05-01
Kearny,AZ,Pinal,2001-05,,2001-05-01
Youngtown,AZ,Maricopa,2001-05,79900.0,2001-05-01
Pima,AZ,Graham,2001-05,87200.0,2001-05-01
Patagonia,AZ,Santa Cruz,2001-05,175100.0,2001-05-01
Vail,AZ,Pima,2001-05,183100.0,2001-05-01
Corona de Tucson,AZ,Pima,2001-05,147200.0,2001-05-01
Mayer,AZ,Yavapai,2001-05,87400.0,2001-05-01
Dewey-Humboldt,AZ,Yavapai,2001-05,150000.0,2001-05-01
Kirkland,AZ,Yavapai,2001-05,106400.0,2001-05-01
Black Canyon City,AZ,Yavapai,2001-05,102100.0,2001-05-01
Eagar,AZ,Apache,2001-05,,2001-05-01
Tombstone,AZ,Cochise,2001-05,82200.0,2001-05-01
Clifton,AZ,Greenlee,2001-05,38000.0,2001-05-01
Happy Jack,AZ,Coconino,2001-05,170600.0,2001-05-01
Saint David,AZ,Cochise,2001-05,101100.0,2001-05-01
Sonoita,AZ,Santa Cruz,2001-05,241700.0,2001-05-01
Star Valley,AZ,Gila,2001-05,138000.0,2001-05-01
Littletown,AZ,Pima,2001-05,,2001-05-01
Munds Park,AZ,Coconino,2001-05,161500.0,2001-05-01
Tubac,AZ,Santa Cruz,2001-05,221000.0,2001-05-01
Forest Lakes,AZ,Coconino,2001-05,161800.0,2001-05-01
Overgaard,AZ,Navajo,2001-05,133600.0,2001-05-01
Phoenix,AZ,Maricopa,2001-06,122000.0,2001-06-01
Tucson,AZ,Pima,2001-06,109200.0,2001-06-01
Mesa,AZ,Maricopa,2001-06,126900.0,2001-06-01
Chandler,AZ,Maricopa,2001-06,160100.0,2001-06-01
Glendale,AZ,Maricopa,2001-06,126600.0,2001-06-01
Gilbert,AZ,Maricopa,2001-06,168900.0,2001-06-01
Scottsdale,AZ,Maricopa,2001-06,233100.0,2001-06-01
Tempe,AZ,Maricopa,2001-06,138700.0,2001-06-01
Peoria,AZ,Maricopa,2001-06,146100.0,2001-06-01
Yuma,AZ,Yuma,2001-06,97900.0,2001-06-01
Queen Creek,AZ,Pinal,2001-06,135700.0,2001-06-01
Surprise,AZ,Maricopa,2001-06,142800.0,2001-06-01
Flagstaff,AZ,Coconino,2001-06,177000.0,2001-06-01
San Tan Valley,AZ,Pinal,2001-06,111200.0,2001-06-01
Casa Grande,AZ,Pinal,2001-06,106600.0,2001-06-01
Avondale,AZ,Maricopa,2001-06,130900.0,2001-06-01
Goodyear,AZ,Maricopa,2001-06,160200.0,2001-06-01
Lake Havasu City,AZ,Mohave,2001-06,109200.0,2001-06-01
Prescott,AZ,Yavapai,2001-06,179900.0,2001-06-01
Sierra Vista,AZ,Cochise,2001-06,116000.0,2001-06-01
Kingman,AZ,Mohave,2001-06,85000.0,2001-06-01
Buckeye,AZ,Maricopa,2001-06,,2001-06-01
Apache Junction,AZ,Pinal,2001-06,116100.0,2001-06-01
Oro Valley,AZ,Pima,2001-06,189400.0,2001-06-01
Anthem,AZ,Maricopa,2001-06,209100.0,2001-06-01
Sun City,AZ,Maricopa,2001-06,90900.0,2001-06-01
Bullhead City,AZ,Mohave,2001-06,110000.0,2001-06-01
Prescott Valley,AZ,Yavapai,2001-06,118400.0,2001-06-01
El Mirage,AZ,Maricopa,2001-06,102400.0,2001-06-01
Catalina Foothills,AZ,Pima,2001-06,280700.0,2001-06-01
Sun City West,AZ,Maricopa,2001-06,141000.0,2001-06-01
Somerton,AZ,Yuma,2001-06,80400.0,2001-06-01
Cottonwood,AZ,Yavapai,2001-06,118300.0,2001-06-01
Nogales,AZ,Santa Cruz,2001-06,93400.0,2001-06-01
Florence,AZ,Pinal,2001-06,105400.0,2001-06-01
Douglas,AZ,Cochise,2001-06,56700.0,2001-06-01
Sahuarita,AZ,Pima,2001-06,134500.0,2001-06-01
Fountain Hills,AZ,Maricopa,2001-06,229300.0,2001-06-01
Green Valley,AZ,Pima,2001-06,127500.0,2001-06-01
Tanque Verde,AZ,Pima,2001-06,261800.0,2001-06-01
Sedona,AZ,Yavapai,2001-06,250800.0,2001-06-01
San Luis,AZ,Yuma,2001-06,75200.0,2001-06-01
Eloy,AZ,Pinal,2001-06,,2001-06-01
Marana,AZ,Pima,2001-06,161200.0,2001-06-01
Show Low,AZ,Navajo,2001-06,135600.0,2001-06-01
Flowing Wells,AZ,Pima,2001-06,88800.0,2001-06-01
Rio Rico,AZ,Santa Cruz,2001-06,102800.0,2001-06-01
Safford,AZ,Graham,2001-06,78900.0,2001-06-01
Winslow,AZ,Navajo,2001-06,58900.0,2001-06-01
Coolidge,AZ,Pinal,2001-06,77200.0,2001-06-01
Tucson Estates,AZ,Pima,2001-06,131600.0,2001-06-01
Chino Valley,AZ,Yavapai,2001-06,138500.0,2001-06-01
Camp Verde,AZ,Yavapai,2001-06,123000.0,2001-06-01
Globe,AZ,Gila,2001-06,79400.0,2001-06-01
Paradise Valley,AZ,Maricopa,2001-06,935500.0,2001-06-01
Payson,AZ,Gila,2001-06,144400.0,2001-06-01
Parker,AZ,La Paz,2001-06,105600.0,2001-06-01
Litchfield Park,AZ,Maricopa,2001-06,165600.0,2001-06-01
Benson,AZ,Cochise,2001-06,87100.0,2001-06-01
Hereford,AZ,Cochise,2001-06,148200.0,2001-06-01
Willcox,AZ,Cochise,2001-06,65000.0,2001-06-01
Gold Canyon,AZ,Pinal,2001-06,178800.0,2001-06-01
Bisbee,AZ,Cochise,2001-06,66000.0,2001-06-01
Page,AZ,Coconino,2001-06,137900.0,2001-06-01
Huachuca City,AZ,Cochise,2001-06,73300.0,2001-06-01
Tolleson,AZ,Maricopa,2001-06,88400.0,2001-06-01
Williams,AZ,Coconino,2001-06,122300.0,2001-06-01
Mohave Valley,AZ,Mohave,2001-06,98800.0,2001-06-01
Tortolita,AZ,Pima,2001-06,239300.0,2001-06-01
Wickenburg,AZ,Maricopa,2001-06,186100.0,2001-06-01
South Tucson,AZ,Pima,2001-06,60200.0,2001-06-01
Catalina,AZ,Pima,2001-06,173600.0,2001-06-01
Golden Valley,AZ,Mohave,2001-06,71800.0,2001-06-01
Valencia West,AZ,Pima,2001-06,118100.0,2001-06-01
Pinetop,AZ,Navajo,2001-06,182900.0,2001-06-01
Lakeside,AZ,Navajo,2001-06,125800.0,2001-06-01
Miami,AZ,Gila,2001-06,,2001-06-01
Cave Creek,AZ,Maricopa,2001-06,337200.0,2001-06-01
Wellton,AZ,Yuma,2001-06,79300.0,2001-06-01
Thatcher,AZ,Graham,2001-06,103900.0,2001-06-01
Snowflake,AZ,Navajo,2001-06,103100.0,2001-06-01
San Manuel,AZ,Pinal,2001-06,53200.0,2001-06-01
Three Points,AZ,Pima,2001-06,110800.0,2001-06-01
Rimrock,AZ,Yavapai,2001-06,104500.0,2001-06-01
New River,AZ,Maricopa,2001-06,203400.0,2001-06-01
Drexel-Alvernon,AZ,Pima,2001-06,80700.0,2001-06-01
Clarkdale,AZ,Yavapai,2001-06,147600.0,2001-06-01
Heber,AZ,Navajo,2001-06,128800.0,2001-06-01
Carefree,AZ,Maricopa,2001-06,450200.0,2001-06-01
Cornville,AZ,Yavapai,2001-06,172600.0,2001-06-01
Superior,AZ,Pinal,2001-06,44400.0,2001-06-01
Oracle,AZ,Pinal,2001-06,101200.0,2001-06-01
Amado,AZ,Pima,2001-06,105300.0,2001-06-01
Paulden,AZ,Yavapai,2001-06,134500.0,2001-06-01
Quartzsite,AZ,La Paz,2001-06,50200.0,2001-06-01
Rio Verde,AZ,Maricopa,2001-06,356200.0,2001-06-01
Pearce,AZ,Cochise,2001-06,64900.0,2001-06-01
Pine,AZ,Gila,2001-06,139500.0,2001-06-01
Kearny,AZ,Pinal,2001-06,,2001-06-01
Youngtown,AZ,Maricopa,2001-06,80300.0,2001-06-01
Pima,AZ,Graham,2001-06,86700.0,2001-06-01
Patagonia,AZ,Santa Cruz,2001-06,173400.0,2001-06-01
Vail,AZ,Pima,2001-06,185500.0,2001-06-01
Corona de Tucson,AZ,Pima,2001-06,147400.0,2001-06-01
Mayer,AZ,Yavapai,2001-06,88500.0,2001-06-01
Dewey-Humboldt,AZ,Yavapai,2001-06,148300.0,2001-06-01
Kirkland,AZ,Yavapai,2001-06,106400.0,2001-06-01
Black Canyon City,AZ,Yavapai,2001-06,102700.0,2001-06-01
Eagar,AZ,Apache,2001-06,,2001-06-01
Tombstone,AZ,Cochise,2001-06,82000.0,2001-06-01
Clifton,AZ,Greenlee,2001-06,37700.0,2001-06-01
Happy Jack,AZ,Coconino,2001-06,172700.0,2001-06-01
Saint David,AZ,Cochise,2001-06,101300.0,2001-06-01
Sonoita,AZ,Santa Cruz,2001-06,246400.0,2001-06-01
Star Valley,AZ,Gila,2001-06,136600.0,2001-06-01
Littletown,AZ,Pima,2001-06,,2001-06-01
Munds Park,AZ,Coconino,2001-06,162300.0,2001-06-01
Tubac,AZ,Santa Cruz,2001-06,226200.0,2001-06-01
Forest Lakes,AZ,Coconino,2001-06,162200.0,2001-06-01
Overgaard,AZ,Navajo,2001-06,134700.0,2001-06-01
Phoenix,AZ,Maricopa,2001-07,122400.0,2001-07-01
Tucson,AZ,Pima,2001-07,109800.0,2001-07-01
Mesa,AZ,Maricopa,2001-07,127100.0,2001-07-01
Chandler,AZ,Maricopa,2001-07,161000.0,2001-07-01
Glendale,AZ,Maricopa,2001-07,127100.0,2001-07-01
Gilbert,AZ,Maricopa,2001-07,169400.0,2001-07-01
Scottsdale,AZ,Maricopa,2001-07,233300.0,2001-07-01
Tempe,AZ,Maricopa,2001-07,139200.0,2001-07-01
Peoria,AZ,Maricopa,2001-07,146600.0,2001-07-01
Yuma,AZ,Yuma,2001-07,97900.0,2001-07-01
Queen Creek,AZ,Pinal,2001-07,134200.0,2001-07-01
Surprise,AZ,Maricopa,2001-07,143100.0,2001-07-01
Flagstaff,AZ,Coconino,2001-07,178200.0,2001-07-01
San Tan Valley,AZ,Pinal,2001-07,111400.0,2001-07-01
Casa Grande,AZ,Pinal,2001-07,106600.0,2001-07-01
Avondale,AZ,Maricopa,2001-07,131200.0,2001-07-01
Goodyear,AZ,Maricopa,2001-07,160600.0,2001-07-01
Lake Havasu City,AZ,Mohave,2001-07,109800.0,2001-07-01
Prescott,AZ,Yavapai,2001-07,180800.0,2001-07-01
Sierra Vista,AZ,Cochise,2001-07,117100.0,2001-07-01
Kingman,AZ,Mohave,2001-07,85500.0,2001-07-01
Buckeye,AZ,Maricopa,2001-07,,2001-07-01
Apache Junction,AZ,Pinal,2001-07,117000.0,2001-07-01
Oro Valley,AZ,Pima,2001-07,190400.0,2001-07-01
Anthem,AZ,Maricopa,2001-07,211200.0,2001-07-01
Sun City,AZ,Maricopa,2001-07,90700.0,2001-07-01
Bullhead City,AZ,Mohave,2001-07,110500.0,2001-07-01
Prescott Valley,AZ,Yavapai,2001-07,120100.0,2001-07-01
El Mirage,AZ,Maricopa,2001-07,102300.0,2001-07-01
Catalina Foothills,AZ,Pima,2001-07,282100.0,2001-07-01
Sun City West,AZ,Maricopa,2001-07,140500.0,2001-07-01
Somerton,AZ,Yuma,2001-07,80100.0,2001-07-01
Cottonwood,AZ,Yavapai,2001-07,119100.0,2001-07-01
Nogales,AZ,Santa Cruz,2001-07,93000.0,2001-07-01
Florence,AZ,Pinal,2001-07,107200.0,2001-07-01
Douglas,AZ,Cochise,2001-07,57300.0,2001-07-01
Sahuarita,AZ,Pima,2001-07,134800.0,2001-07-01
Fountain Hills,AZ,Maricopa,2001-07,230000.0,2001-07-01
Green Valley,AZ,Pima,2001-07,127300.0,2001-07-01
Tanque Verde,AZ,Pima,2001-07,263300.0,2001-07-01
Sedona,AZ,Yavapai,2001-07,251000.0,2001-07-01
San Luis,AZ,Yuma,2001-07,74500.0,2001-07-01
Eloy,AZ,Pinal,2001-07,,2001-07-01
Marana,AZ,Pima,2001-07,161100.0,2001-07-01
Show Low,AZ,Navajo,2001-07,135000.0,2001-07-01
Flowing Wells,AZ,Pima,2001-07,88800.0,2001-07-01
Rio Rico,AZ,Santa Cruz,2001-07,103100.0,2001-07-01
Safford,AZ,Graham,2001-07,79000.0,2001-07-01
Winslow,AZ,Navajo,2001-07,59000.0,2001-07-01
Coolidge,AZ,Pinal,2001-07,78500.0,2001-07-01
Tucson Estates,AZ,Pima,2001-07,131100.0,2001-07-01
Chino Valley,AZ,Yavapai,2001-07,139200.0,2001-07-01
Camp Verde,AZ,Yavapai,2001-07,122800.0,2001-07-01
Globe,AZ,Gila,2001-07,79200.0,2001-07-01
Paradise Valley,AZ,Maricopa,2001-07,940700.0,2001-07-01
Payson,AZ,Gila,2001-07,143700.0,2001-07-01
Parker,AZ,La Paz,2001-07,105300.0,2001-07-01
Litchfield Park,AZ,Maricopa,2001-07,165500.0,2001-07-01
Benson,AZ,Cochise,2001-07,88100.0,2001-07-01
Hereford,AZ,Cochise,2001-07,150700.0,2001-07-01
Willcox,AZ,Cochise,2001-07,65500.0,2001-07-01
Gold Canyon,AZ,Pinal,2001-07,179400.0,2001-07-01
Bisbee,AZ,Cochise,2001-07,66700.0,2001-07-01
Page,AZ,Coconino,2001-07,138700.0,2001-07-01
Huachuca City,AZ,Cochise,2001-07,73100.0,2001-07-01
Tolleson,AZ,Maricopa,2001-07,89300.0,2001-07-01
Williams,AZ,Coconino,2001-07,122900.0,2001-07-01
Mohave Valley,AZ,Mohave,2001-07,99800.0,2001-07-01
Tortolita,AZ,Pima,2001-07,240700.0,2001-07-01
Wickenburg,AZ,Maricopa,2001-07,186100.0,2001-07-01
South Tucson,AZ,Pima,2001-07,60800.0,2001-07-01
Catalina,AZ,Pima,2001-07,174600.0,2001-07-01
Golden Valley,AZ,Mohave,2001-07,72200.0,2001-07-01
Valencia West,AZ,Pima,2001-07,119200.0,2001-07-01
Pinetop,AZ,Navajo,2001-07,181900.0,2001-07-01
Lakeside,AZ,Navajo,2001-07,125200.0,2001-07-01
Miami,AZ,Gila,2001-07,,2001-07-01
Cave Creek,AZ,Maricopa,2001-07,338500.0,2001-07-01
Wellton,AZ,Yuma,2001-07,79400.0,2001-07-01
Thatcher,AZ,Graham,2001-07,101800.0,2001-07-01
Snowflake,AZ,Navajo,2001-07,104100.0,2001-07-01
San Manuel,AZ,Pinal,2001-07,54000.0,2001-07-01
Three Points,AZ,Pima,2001-07,111600.0,2001-07-01
Rimrock,AZ,Yavapai,2001-07,104500.0,2001-07-01
New River,AZ,Maricopa,2001-07,203700.0,2001-07-01
Drexel-Alvernon,AZ,Pima,2001-07,81600.0,2001-07-01
Clarkdale,AZ,Yavapai,2001-07,149200.0,2001-07-01
Heber,AZ,Navajo,2001-07,128900.0,2001-07-01
Carefree,AZ,Maricopa,2001-07,451700.0,2001-07-01
Cornville,AZ,Yavapai,2001-07,171200.0,2001-07-01
Superior,AZ,Pinal,2001-07,44200.0,2001-07-01
Oracle,AZ,Pinal,2001-07,100000.0,2001-07-01
Amado,AZ,Pima,2001-07,105500.0,2001-07-01
Paulden,AZ,Yavapai,2001-07,134800.0,2001-07-01
Quartzsite,AZ,La Paz,2001-07,48800.0,2001-07-01
Rio Verde,AZ,Maricopa,2001-07,357000.0,2001-07-01
Pearce,AZ,Cochise,2001-07,64700.0,2001-07-01
Pine,AZ,Gila,2001-07,139000.0,2001-07-01
Kearny,AZ,Pinal,2001-07,,2001-07-01
Youngtown,AZ,Maricopa,2001-07,80500.0,2001-07-01
Pima,AZ,Graham,2001-07,86500.0,2001-07-01
Patagonia,AZ,Santa Cruz,2001-07,172600.0,2001-07-01
Vail,AZ,Pima,2001-07,188800.0,2001-07-01
Corona de Tucson,AZ,Pima,2001-07,148400.0,2001-07-01
Mayer,AZ,Yavapai,2001-07,89500.0,2001-07-01
Dewey-Humboldt,AZ,Yavapai,2001-07,147500.0,2001-07-01
Kirkland,AZ,Yavapai,2001-07,107000.0,2001-07-01
Black Canyon City,AZ,Yavapai,2001-07,103600.0,2001-07-01
Eagar,AZ,Apache,2001-07,,2001-07-01
Tombstone,AZ,Cochise,2001-07,82900.0,2001-07-01
Clifton,AZ,Greenlee,2001-07,37900.0,2001-07-01
Happy Jack,AZ,Coconino,2001-07,174700.0,2001-07-01
Saint David,AZ,Cochise,2001-07,102000.0,2001-07-01
Sonoita,AZ,Santa Cruz,2001-07,250500.0,2001-07-01
Star Valley,AZ,Gila,2001-07,134700.0,2001-07-01
Littletown,AZ,Pima,2001-07,,2001-07-01
Munds Park,AZ,Coconino,2001-07,161800.0,2001-07-01
Tubac,AZ,Santa Cruz,2001-07,230200.0,2001-07-01
Forest Lakes,AZ,Coconino,2001-07,162500.0,2001-07-01
Overgaard,AZ,Navajo,2001-07,134900.0,2001-07-01
Phoenix,AZ,Maricopa,2001-08,122700.0,2001-08-01
Tucson,AZ,Pima,2001-08,110600.0,2001-08-01
Mesa,AZ,Maricopa,2001-08,127300.0,2001-08-01
Chandler,AZ,Maricopa,2001-08,161400.0,2001-08-01
Glendale,AZ,Maricopa,2001-08,127400.0,2001-08-01
Gilbert,AZ,Maricopa,2001-08,169600.0,2001-08-01
Scottsdale,AZ,Maricopa,2001-08,233800.0,2001-08-01
Tempe,AZ,Maricopa,2001-08,139700.0,2001-08-01
Peoria,AZ,Maricopa,2001-08,146800.0,2001-08-01
Yuma,AZ,Yuma,2001-08,98200.0,2001-08-01
Queen Creek,AZ,Pinal,2001-08,133700.0,2001-08-01
Surprise,AZ,Maricopa,2001-08,142900.0,2001-08-01
Flagstaff,AZ,Coconino,2001-08,179000.0,2001-08-01
San Tan Valley,AZ,Pinal,2001-08,112200.0,2001-08-01
Casa Grande,AZ,Pinal,2001-08,107000.0,2001-08-01
Avondale,AZ,Maricopa,2001-08,131200.0,2001-08-01
Goodyear,AZ,Maricopa,2001-08,160200.0,2001-08-01
Lake Havasu City,AZ,Mohave,2001-08,110600.0,2001-08-01
Prescott,AZ,Yavapai,2001-08,182400.0,2001-08-01
Sierra Vista,AZ,Cochise,2001-08,117800.0,2001-08-01
Kingman,AZ,Mohave,2001-08,86100.0,2001-08-01
Buckeye,AZ,Maricopa,2001-08,,2001-08-01
Apache Junction,AZ,Pinal,2001-08,117200.0,2001-08-01
Oro Valley,AZ,Pima,2001-08,190600.0,2001-08-01
Anthem,AZ,Maricopa,2001-08,213700.0,2001-08-01
Sun City,AZ,Maricopa,2001-08,90600.0,2001-08-01
Bullhead City,AZ,Mohave,2001-08,111400.0,2001-08-01
Prescott Valley,AZ,Yavapai,2001-08,121400.0,2001-08-01
El Mirage,AZ,Maricopa,2001-08,102100.0,2001-08-01
Catalina Foothills,AZ,Pima,2001-08,282600.0,2001-08-01
Sun City West,AZ,Maricopa,2001-08,140400.0,2001-08-01
Somerton,AZ,Yuma,2001-08,79900.0,2001-08-01
Cottonwood,AZ,Yavapai,2001-08,120000.0,2001-08-01
Nogales,AZ,Santa Cruz,2001-08,92700.0,2001-08-01
Florence,AZ,Pinal,2001-08,109300.0,2001-08-01
Douglas,AZ,Cochise,2001-08,57800.0,2001-08-01
Sahuarita,AZ,Pima,2001-08,135800.0,2001-08-01
Fountain Hills,AZ,Maricopa,2001-08,230600.0,2001-08-01
Green Valley,AZ,Pima,2001-08,127600.0,2001-08-01
Tanque Verde,AZ,Pima,2001-08,263700.0,2001-08-01
Sedona,AZ,Yavapai,2001-08,252100.0,2001-08-01
San Luis,AZ,Yuma,2001-08,74000.0,2001-08-01
Eloy,AZ,Pinal,2001-08,,2001-08-01
Marana,AZ,Pima,2001-08,161200.0,2001-08-01
Show Low,AZ,Navajo,2001-08,134000.0,2001-08-01
Flowing Wells,AZ,Pima,2001-08,88700.0,2001-08-01
Rio Rico,AZ,Santa Cruz,2001-08,103500.0,2001-08-01
Safford,AZ,Graham,2001-08,78800.0,2001-08-01
Winslow,AZ,Navajo,2001-08,59000.0,2001-08-01
Coolidge,AZ,Pinal,2001-08,79100.0,2001-08-01
Tucson Estates,AZ,Pima,2001-08,131300.0,2001-08-01
Chino Valley,AZ,Yavapai,2001-08,140500.0,2001-08-01
Camp Verde,AZ,Yavapai,2001-08,122900.0,2001-08-01
Globe,AZ,Gila,2001-08,79200.0,2001-08-01
Paradise Valley,AZ,Maricopa,2001-08,945300.0,2001-08-01
Payson,AZ,Gila,2001-08,143900.0,2001-08-01
Parker,AZ,La Paz,2001-08,105800.0,2001-08-01
Litchfield Park,AZ,Maricopa,2001-08,165000.0,2001-08-01
Benson,AZ,Cochise,2001-08,89200.0,2001-08-01
Hereford,AZ,Cochise,2001-08,152100.0,2001-08-01
Willcox,AZ,Cochise,2001-08,66800.0,2001-08-01
Gold Canyon,AZ,Pinal,2001-08,179100.0,2001-08-01
Bisbee,AZ,Cochise,2001-08,67400.0,2001-08-01
Page,AZ,Coconino,2001-08,139500.0,2001-08-01
Huachuca City,AZ,Cochise,2001-08,72900.0,2001-08-01
Tolleson,AZ,Maricopa,2001-08,90100.0,2001-08-01
Williams,AZ,Coconino,2001-08,123000.0,2001-08-01
Mohave Valley,AZ,Mohave,2001-08,100600.0,2001-08-01
Tortolita,AZ,Pima,2001-08,241600.0,2001-08-01
Wickenburg,AZ,Maricopa,2001-08,184800.0,2001-08-01
South Tucson,AZ,Pima,2001-08,61600.0,2001-08-01
Catalina,AZ,Pima,2001-08,175700.0,2001-08-01
Golden Valley,AZ,Mohave,2001-08,72500.0,2001-08-01
Valencia West,AZ,Pima,2001-08,119300.0,2001-08-01
Pinetop,AZ,Navajo,2001-08,180900.0,2001-08-01
Lakeside,AZ,Navajo,2001-08,125100.0,2001-08-01
Miami,AZ,Gila,2001-08,,2001-08-01
Cave Creek,AZ,Maricopa,2001-08,338100.0,2001-08-01
Wellton,AZ,Yuma,2001-08,78500.0,2001-08-01
Thatcher,AZ,Graham,2001-08,102400.0,2001-08-01
Snowflake,AZ,Navajo,2001-08,104600.0,2001-08-01
San Manuel,AZ,Pinal,2001-08,54600.0,2001-08-01
Three Points,AZ,Pima,2001-08,112800.0,2001-08-01
Rimrock,AZ,Yavapai,2001-08,104900.0,2001-08-01
New River,AZ,Maricopa,2001-08,205000.0,2001-08-01
Drexel-Alvernon,AZ,Pima,2001-08,82500.0,2001-08-01
Clarkdale,AZ,Yavapai,2001-08,149800.0,2001-08-01
Heber,AZ,Navajo,2001-08,129500.0,2001-08-01
Carefree,AZ,Maricopa,2001-08,451800.0,2001-08-01
Cornville,AZ,Yavapai,2001-08,169600.0,2001-08-01
Superior,AZ,Pinal,2001-08,43900.0,2001-08-01
Oracle,AZ,Pinal,2001-08,99300.0,2001-08-01
Amado,AZ,Pima,2001-08,106800.0,2001-08-01
Paulden,AZ,Yavapai,2001-08,136100.0,2001-08-01
Quartzsite,AZ,La Paz,2001-08,48600.0,2001-08-01
Rio Verde,AZ,Maricopa,2001-08,356400.0,2001-08-01
Pearce,AZ,Cochise,2001-08,64900.0,2001-08-01
Pine,AZ,Gila,2001-08,139200.0,2001-08-01
Kearny,AZ,Pinal,2001-08,,2001-08-01
Youngtown,AZ,Maricopa,2001-08,80700.0,2001-08-01
Pima,AZ,Graham,2001-08,86200.0,2001-08-01
Patagonia,AZ,Santa Cruz,2001-08,174000.0,2001-08-01
Vail,AZ,Pima,2001-08,191500.0,2001-08-01
Corona de Tucson,AZ,Pima,2001-08,148700.0,2001-08-01
Mayer,AZ,Yavapai,2001-08,90700.0,2001-08-01
Dewey-Humboldt,AZ,Yavapai,2001-08,149500.0,2001-08-01
Kirkland,AZ,Yavapai,2001-08,107900.0,2001-08-01
Black Canyon City,AZ,Yavapai,2001-08,105300.0,2001-08-01
Eagar,AZ,Apache,2001-08,,2001-08-01
Tombstone,AZ,Cochise,2001-08,83600.0,2001-08-01
Clifton,AZ,Greenlee,2001-08,38400.0,2001-08-01
Happy Jack,AZ,Coconino,2001-08,176300.0,2001-08-01
Saint David,AZ,Cochise,2001-08,103000.0,2001-08-01
Sonoita,AZ,Santa Cruz,2001-08,251700.0,2001-08-01
Star Valley,AZ,Gila,2001-08,134700.0,2001-08-01
Littletown,AZ,Pima,2001-08,,2001-08-01
Munds Park,AZ,Coconino,2001-08,161000.0,2001-08-01
Tubac,AZ,Santa Cruz,2001-08,231900.0,2001-08-01
Forest Lakes,AZ,Coconino,2001-08,162100.0,2001-08-01
Overgaard,AZ,Navajo,2001-08,136100.0,2001-08-01
Phoenix,AZ,Maricopa,2001-09,123000.0,2001-09-01
Tucson,AZ,Pima,2001-09,111300.0,2001-09-01
Mesa,AZ,Maricopa,2001-09,127500.0,2001-09-01
Chandler,AZ,Maricopa,2001-09,161400.0,2001-09-01
Glendale,AZ,Maricopa,2001-09,127600.0,2001-09-01
Gilbert,AZ,Maricopa,2001-09,169800.0,2001-09-01
Scottsdale,AZ,Maricopa,2001-09,234400.0,2001-09-01
Tempe,AZ,Maricopa,2001-09,140200.0,2001-09-01
Peoria,AZ,Maricopa,2001-09,146900.0,2001-09-01
Yuma,AZ,Yuma,2001-09,98600.0,2001-09-01
Queen Creek,AZ,Pinal,2001-09,133400.0,2001-09-01
Surprise,AZ,Maricopa,2001-09,142200.0,2001-09-01
Flagstaff,AZ,Coconino,2001-09,179700.0,2001-09-01
San Tan Valley,AZ,Pinal,2001-09,112300.0,2001-09-01
Casa Grande,AZ,Pinal,2001-09,107400.0,2001-09-01
Avondale,AZ,Maricopa,2001-09,130600.0,2001-09-01
Goodyear,AZ,Maricopa,2001-09,159500.0,2001-09-01
Lake Havasu City,AZ,Mohave,2001-09,111200.0,2001-09-01
Prescott,AZ,Yavapai,2001-09,184000.0,2001-09-01
Sierra Vista,AZ,Cochise,2001-09,118000.0,2001-09-01
Kingman,AZ,Mohave,2001-09,86500.0,2001-09-01
Buckeye,AZ,Maricopa,2001-09,,2001-09-01
Apache Junction,AZ,Pinal,2001-09,117400.0,2001-09-01
Oro Valley,AZ,Pima,2001-09,190800.0,2001-09-01
Anthem,AZ,Maricopa,2001-09,214700.0,2001-09-01
Sun City,AZ,Maricopa,2001-09,90500.0,2001-09-01
Bullhead City,AZ,Mohave,2001-09,111700.0,2001-09-01
Prescott Valley,AZ,Yavapai,2001-09,121900.0,2001-09-01
El Mirage,AZ,Maricopa,2001-09,102100.0,2001-09-01
Catalina Foothills,AZ,Pima,2001-09,283200.0,2001-09-01
Sun City West,AZ,Maricopa,2001-09,140500.0,2001-09-01
Somerton,AZ,Yuma,2001-09,79700.0,2001-09-01
Cottonwood,AZ,Yavapai,2001-09,120600.0,2001-09-01
Nogales,AZ,Santa Cruz,2001-09,92500.0,2001-09-01
Florence,AZ,Pinal,2001-09,110800.0,2001-09-01
Douglas,AZ,Cochise,2001-09,57700.0,2001-09-01
Sahuarita,AZ,Pima,2001-09,136700.0,2001-09-01
Fountain Hills,AZ,Maricopa,2001-09,231000.0,2001-09-01
Green Valley,AZ,Pima,2001-09,128200.0,2001-09-01
Tanque Verde,AZ,Pima,2001-09,264800.0,2001-09-01
Sedona,AZ,Yavapai,2001-09,253200.0,2001-09-01
San Luis,AZ,Yuma,2001-09,74000.0,2001-09-01
Eloy,AZ,Pinal,2001-09,,2001-09-01
Marana,AZ,Pima,2001-09,161800.0,2001-09-01
Show Low,AZ,Navajo,2001-09,132700.0,2001-09-01
Flowing Wells,AZ,Pima,2001-09,88700.0,2001-09-01
Rio Rico,AZ,Santa Cruz,2001-09,103300.0,2001-09-01
Safford,AZ,Graham,2001-09,78800.0,2001-09-01
Winslow,AZ,Navajo,2001-09,58700.0,2001-09-01
Coolidge,AZ,Pinal,2001-09,78700.0,2001-09-01
Tucson Estates,AZ,Pima,2001-09,132100.0,2001-09-01
Chino Valley,AZ,Yavapai,2001-09,142100.0,2001-09-01
Camp Verde,AZ,Yavapai,2001-09,123500.0,2001-09-01
